source,author,title,description,url,urlToImage,publishedAt,content
"{'id': None, 'name': 'CryptoSlate'}",Liam 'Akiba' Wright,Vitalik Buterin suggests 10X increase in Ethereum gas limit to support L2 growth and censorship resistance,"Vitalik Buterin has argued that increasing Ethereum’s L1 gas capacity is necessary to support transaction inclusion and application development when most activity occurs on L2. In a new blog post, Buterin outlined calculations suggesting that a roughly 10× ex…",https://cryptoslate.com/vitalik-buterin-calls-for-20-increase-in-ethereum-gas-limit-to-support-l2-transaction-growth/,https://cryptoslate.com/wp-content/uploads/2025/02/ethereum-gas.jpg,2025-02-14T14:45:54Z,"Vitalik Buterin has argued that increasing Ethereum’s L1 gas capacity is necessary to support transaction inclusion and application development when most activity occurs on L2. In a new blog post, Bu… [+5116 chars]"
"{'id': None, 'name': 'Bitcoinist'}",Ronaldo Marquez,Solana ETFs Move Forward: SEC Acknowledges Canary Trust’s Filing Amid Growing Anticipation,"The US Securities and Exchange Commission (SEC) has made a noteworthy advancement in the potential introduction of new altcoin-based financial products by acknowledging several filings for Solana ETFs.  Solana ETFs Potential In a regulatory filing, the SEC op…",https://bitcoinist.com/solana-etfs-move-forward-sec-acknowledges/,https://bitcoinist.com/wp-content/uploads/2024/09/Screenshot_442.jpg,2025-02-14T14:30:12Z,The US Securities and Exchange Commission (SEC) has made a noteworthy advancement in the potential introduction of new altcoin-based financial products by acknowledging several filings for Solana ETF… [+3322 chars]
"{'id': None, 'name': 'newsBTC'}",Christian Encila,TRUMP Coin Spikes 17% As Arthur Hayes Says It Could Outperform Bitcoin,"The former BitMEX CEO, Arthur Hayes, is making a bold prediction for the TRUMP meme coin: it will outperform Bitcoin if market sentiment continues improving and politicians start leveraging meme cryptos. Related Reading: Cardano Price Balloons 107% As Whales …",http://www.newsbtc.com/news/bitcoin/trump-coin-spikes-17-as-arthur-hayes-says-it-could-outperform-bitcoin/,https://www.newsbtc.com/wp-content/uploads/2025/02/a_f2360b.png?fit=512%2C512,2025-02-14T14:00:04Z,"The former BitMEX CEO, Arthur Hayes, is making a bold prediction for the TRUMP meme coin: it will outperform Bitcoin if market sentiment continues improving and politicians start leveraging meme cryp… [+2907 chars]"
"{'id': None, 'name': 'GlobeNewswire'}",Hashdex AG,"Hashdex Announces Launch of Hashdex Nasdaq Crypto Index US ETF (Ticker: NCIQ), Offering US Investors Exposure to Bitcoin and Ether Through a Single Product","Product structured to provide crypto asset exposure by tracking the Nasdaq Crypto US™ Index (NCIUS™), a benchmark for institutional investment in certain market-leading crypto assets",https://www.globenewswire.com/news-release/2025/02/14/3026688/0/en/Hashdex-Announces-Launch-of-Hashdex-Nasdaq-Crypto-Index-US-ETF-Ticker-NCIQ-Offering-US-Investors-Exposure-to-Bitcoin-and-Ether-Through-a-Single-Product.html,https://ml-eu.globenewswire.com/Resource/Download/9e88b3e3-2bc6-4cd7-a364-146b4243ce74,2025-02-14T14:00:00Z,"Product structured to provide crypto asset exposure by tracking the Nasdaq Crypto US Index (NCIUS), a benchmark for institutional investment in certain market-leading crypto assets
Hashdex and Nasda… [+14345 chars]"
"{'id': None, 'name': 'CryptoSlate'}",Oluwapelumi Adejumo,Ethereum testnet goes live with Pectra upgrade as April mainnet launch looms,"Ethereum’s Pectra upgrade is already live on Ephemery, a testnet of the blockchain network, in preparation for an April mainnet launch. On Feb. 13, Tim Beiko, Ethereum Foundation Protocol Support Lead, wrote: “Ephemery now supports Pectra!” This confirms a st…",https://cryptoslate.com/ethereum-testnet-goes-live-with-pectra-upgrade-as-april-mainnet-launch-looms/,https://cryptoslate.com/wp-content/uploads/2025/02/ethereum-pectra-upgrade.jpg,2025-02-14T13:48:26Z,"Ethereum’s Pectra upgrade is already live on Ephemery, a testnet of the blockchain network, in preparation for an April mainnet launch.
On Feb. 13, Tim Beiko, Ethereum Foundation Protocol Support Le… [+3019 chars]"
"{'id': None, 'name': 'newsBTC'}",NewsBTC,Fed Gov Discusses the Future of the Stablecoin Market; NY to Relax Its Crypto Regs. $BEST Presale to Benefit?,Everything’s looking bright and rosy for the crypto’s future with good news from the Fed and New York. The Fed’s governor talked about the potential of stablecoins in retail. But he added it might take some work to increase its adoption. New York could also r…,http://www.newsbtc.com/news/us-fed-discusses-stablecoins-best-presale-to-benefit/,https://www.newsbtc.com/wp-content/uploads/2025/02/us-fed-discusses-stablecoins.jpg,2025-02-14T12:56:22Z,Everythings looking bright and rosy for the crypto’s future with good news from the Fed and New York. The Fed’s governor talked about the potential of stablecoins in retail. But he added it might tak… [+4958 chars]
"{'id': None, 'name': 'Forbes'}","Billy Bambrough, Senior Contributor, 
 Billy Bambrough, Senior Contributor
 https://www.forbes.com/sites/billybambrough/",Goldman Sachs Is Quietly Betting Billions On Bitcoin—Is Ripple’s XRP Next As Its Price Surges?,Wall Street giant Goldman Sachs has quietly confirmed its bought around $2 billion of bitcoin...,https://www.forbes.com/sites/digital-assets/2025/02/14/goldman-sachs-is-quietly-betting-billions-on-bitcoin-and-ethereum-amid-price-swings/,https://imageio.forbes.com/specials-images/imageserve/665864416a983770fd0082ee/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2025-02-14T12:52:24Z,"02/14 update below. This post was originally published on February 13
Bitcoin and ethereum have diverged in recent months, with the bitcoin price soaring as ethereum struggleshelped by U.S. presiden… [+4263 chars]"
"{'id': None, 'name': 'GlobeNewswire'}",CryptoGo,CryptoGO: Simplifying Memecoin Trading for Newcomers on Telegram,Tired of Complex Crypto Trading? CryptoGO Lets You Trade Memecoins in Telegram—No Wallet or Blockchain Knowledge Needed! Tired of Complex Crypto Trading? CryptoGO Lets You Trade Memecoins in Telegram—No Wallet or Blockchain Knowledge Needed!,https://www.globenewswire.com/news-release/2025/02/14/3026591/0/en/CryptoGO-Simplifying-Memecoin-Trading-for-Newcomers-on-Telegram.html,https://ml.globenewswire.com/Resource/Download/3b763179-bb34-456f-bdb6-e207fa232272,2025-02-14T12:36:00Z,"Singapore, Feb. 14, 2025 (GLOBE NEWSWIRE) -- CryptoGO is aTelegram mini-app designed to simplify memecoin trading for newcomers. With its user-friendly interface and seamless integration, CryptoGO al… [+3139 chars]"
"{'id': None, 'name': 'International Business Times'}",Marvie Basilan,"Trump-Backed WLFI Spends Millions In $USDC To Buy $wBTC, $MOVE, Taps Into Staking","WLFI moved some of its crypto holdings for staking and lending, and swapped $USDC for $wBTC and $MOVE – actions in line with its recent announcement regarding a digital asset reserve that includes various cryptocurrencies.",https://www.ibtimes.com/trump-backed-wlfi-spends-millions-usdc-buy-wbtc-move-taps-staking-3763710,https://d.ibtimes.com/en/full/4555041/wlfi-gold-paper.png,2025-02-14T12:03:01Z,"KEY POINTS
<ul><li>WLFI swapped nearly $6 million $ETH for $stETH and sent the coins for staking with Lido Finance</li><li>The DeFi project spent $5 million $USDC to buy 52 Wrapped Bitcoin</li><li>W… [+3078 chars]"
"{'id': None, 'name': 'CoinDesk'}","James Van Straten, Francisco Rodrigues","Crypto Daybook Americas: Roses Are Red, Violets Are Blue, Inflation Is Hot, but Bitcoin Shines Through","The day ahead in crypto: Feb. 14, 2025",https://www.coindesk.com/daybook-us/2025/02/14/crypto-daybook-americas-roses-are-red-violets-are-blue-inflation-is-hot-but-bitcoin-shines-through,https://cdn.sanity.io/images/s3y3vcno/production/d31f0919cbd4a7cdbc45e7a72ec68d80792ddc11-700x430.png?auto=format,2025-02-14T12:00:00Z,"By James Van Straten (All times ET unless indicated otherwise)
Bitcoin (BTC) continues to climb the wall of worry, pushing above $97,000 despite hotter-than-expected U.S. consumer and producer price… [+9165 chars]"
"{'id': None, 'name': 'Bitcoinist'}",Ronaldo Marquez,6 Arrested In Shocking Chicago Kidnapping For Massive Crypto Ransom,"Six men are accused of kidnapping three family members and their nanny from a Chicago townhouse in October 2024 in exchange for a crypto-ransom. Before being freed next to a dry cleaners, the victims were allegedly kept for five days and forced into handing o…",https://bitcoinist.com/6-arrested-in-kidnapping-for-massive-crypto-ransom/,https://bitcoinist.com/wp-content/uploads/2024/06/Screenshot_226.jpg,2025-02-14T11:30:06Z,"Six men are accused of kidnapping three family members and their nanny from a Chicago townhouse in October 2024 in exchange for a crypto-ransom. Before being freed next to a dry cleaners, the victims… [+3048 chars]"
"{'id': None, 'name': 'Bitcoinist'}",Bitcoinist,New Crypto to Explode as 20 US States Consider Bitcoin Reserve,"While implementing a strategic Bitcoin reserve on a federal level isn’t easy, 20 US states have proposed their own Bitcoin bills. This includes Oklahoma, Massachusetts, Ohio, Texas, and Illinois. North Carolina plans to allocate the largest sum to $BTC purcha…",https://bitcoinist.com/new-crypto-explodes-as-us-considers-bitcoin-reserve/,https://bitcoinist.com/wp-content/uploads/2025/02/new-crypto-explodes-as-us-considers-bitcoin-reserve-e1739528474105.webp,2025-02-14T11:09:59Z,"While implementing a strategic Bitcoin reserve on a federal level isnt easy, 20 US states have proposed their own Bitcoin bills.
This includes Oklahoma, Massachusetts, Ohio, Texas, and Illinois. Nor… [+5157 chars]"
"{'id': None, 'name': 'Biztoc.com'}",aol.com,Is Now a Good Time to Buy the Dip in Dogecoin?,"Last year, mainstream cryptocurrencies such as Bitcoin and Ethereum generated returns far superior to those seen in the S&P 500 (SNPINDEX: ^GSPC) and Nasdaq Composite (NASDAQINDEX: ^IXIC). One of the main catalysts for these cryptocurrencies in 2024 was the p…",https://biztoc.com/x/359bc77966485b3d,https://biztoc.com/cdn/809/og.png,2025-02-14T10:56:08Z,"Last year, mainstream cryptocurrencies such as Bitcoin and Ethereum generated returns far superior to those seen in the S&amp;P 500 (SNPINDEX: ^GSPC) and Nasdaq Composite (NASDAQINDEX: ^IXIC). One of… [+145 chars]"
"{'id': None, 'name': 'ZyCrypto'}",Guest Author,Aureal One Set to Surge as Bitcoin’s Bull Run Gains Momentum,"Bitcoin’s bull run potential remains strong as whale inflows to exchanges stabilize, signaling a possible continuation of upward momentum. According to CryptoQuant, large inbound transactions to exchanges have plateaued, forming a potential lower high in Febr…",https://zycrypto.com/aureal-one-set-to-surge-as-bitcoins-bull-run-gains-momentum/,https://zycrypto.com/wp-content/uploads/2024/12/Next-Crypto-to-Explode-Aurealone-Leads-Best-Coins-for-Potential-600x-Portfolio-Gains.jpg,2025-02-14T10:42:18Z,"Disclaimer: The below article is sponsored, and the views in it do not represent those of ZyCrypto. Readers should conduct independent research before taking any actions related to the project mentio… [+9204 chars]"
"{'id': None, 'name': 'GlobeNewswire'}",Tap Protocol,"TAP Protocol Launches its TAP Launch Bot, The Ultimate No-Code Solution to Launching Token Projects on Bitcoin With No Bonding Curve","Berlin, Germany, Feb. 14, 2025 (GLOBE NEWSWIRE) -- - TAP Protocol
, a protocol that enables the development of decentralized applications (DApps) on Bitcoin Layer-1, is announcing the launch of its TAP Launch Bot
 to make it easier to create, launch and fun…",https://www.globenewswire.com/news-release/2025/02/14/3026503/0/en/TAP-Protocol-Launches-its-TAP-Launch-Bot-The-Ultimate-No-Code-Solution-to-Launching-Token-Projects-on-Bitcoin-With-No-Bonding-Curve.html,,2025-02-14T10:14:00Z,"Berlin, Germany, Feb. 14, 2025 (GLOBE NEWSWIRE) -- - TAP Protocol
, a protocol that enables the development of decentralized applications (DApps) on Bitcoin Layer-1, is announcing the launch of its … [+4296 chars]"
"{'id': 'financial-post', 'name': 'Financial Post'}",GlobeNewswire,Bitget Secures Virtual Asset Service Provider license in Bulgaria Aligning with its EU Expansion Plans,"VICTORIA, Seychelles, Feb. 14, 2025 (GLOBE NEWSWIRE) — Bitget, the leading cryptocurrency exchange and Web3 company, has obtained a Virtual Asset Service Provider (VASP) license from Bulgaria’s National Revenue Agency. The official licensing now enables Bitge…",https://financialpost.com/globe-newswire/bitget-secures-virtual-asset-service-provider-license-in-bulgaria-aligning-with-its-eu-expansion-plans,https://smartcdn.gprod.postmedia.digital/financialpost/wp-content/uploads/2025/02/bitget-secures-virtual-asset-service-provider-license-in-bul.png,2025-02-14T10:00:22Z,"Author of the article:
Bitget Secures Virtual Asset Service Provider license in Bulgaria Aligning with its EU Expansion PlansGNW
Article content
VICTORIA, Seychelles, Feb. 14, 2025 (GLOBE NEWSWIRE… [+8104 chars]"
"{'id': None, 'name': 'GlobeNewswire'}",Bitget Limited,Bitget Secures Virtual Asset Service Provider license in Bulgaria Aligning with its EU Expansion Plans,"Bitget obtains a VASP license in Bulgaria, strengthening its EU presence and aligning with MiCA compliance for regulated crypto services.......",https://www.globenewswire.com/news-release/2025/02/14/3026496/0/en/Bitget-Secures-Virtual-Asset-Service-Provider-license-in-Bulgaria-Aligning-with-its-EU-Expansion-Plans.html,https://ml-eu.globenewswire.com/Resource/Download/1d6d5ad9-e478-4b92-a907-c63f166a3af9,2025-02-14T10:00:00Z,"VICTORIA, Seychelles, Feb. 14, 2025 (GLOBE NEWSWIRE) -- Bitget, the leading cryptocurrency exchange and Web3 company, has obtained a Virtual Asset Service Provider (VASP) license from Bulgaria's Nati… [+5108 chars]"
"{'id': None, 'name': 'Securityaffairs.com'}",Pierluigi Paganini,Experts discovered PostgreSQL flaw chained with BeyondTrust zeroday in targeted attacks,"Threat actors are exploiting a zero-day SQL injection vulnerability in PostgreSQL, according to researchers from cybersecurity firm Rapid7. Rapid7 researchers discovered a high-severity SQL injection flaw, tracked as CVE-2025-1094, in PostgreSQL’s psql tool. …",https://securityaffairs.com/174218/hacking/postgresql-flaw-chained-with-beyondtrust-zeroday.html,https://securityaffairs.com/wp-content/uploads/2025/02/postgresql-logo.png,2025-02-14T09:23:12Z,"Experts discovered PostgreSQL flaw chained with BeyondTrust zeroday in targeted attacks
 | Valve removed the game PirateFi from the Steam video game platform because contained a malware
 | China-li… [+139458 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Cryptocurrency Stocks To Keep An Eye On – February 12th,"Robinhood Markets, Bitdeer Technologies Group, Bitfarms, Cellebrite DI, HIVE Digital Technologies, BTC Digital, and MoneyLion are the seven Cryptocurrency stocks to watch today, according to MarketBeat’s stock screener tool. Cryptocurrency stocks are publicly…",https://www.etfdailynews.com/2025/02/14/cryptocurrency-stocks-to-keep-an-eye-on-february-12th/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/robinhood-markets-inc-logo-1200x675.png?v=20210729133331&w=240&h=240&zc=2,2025-02-14T09:20:51Z,"Robinhood Markets, Bitdeer Technologies Group, Bitfarms, Cellebrite DI, HIVE Digital Technologies, BTC Digital, and MoneyLion are the seven Cryptocurrency stocks to watch today, according to MarketBe… [+7412 chars]"
"{'id': None, 'name': 'ZyCrypto'}",Guest Author,Florida’s Crypto Push Sparks Surge! Here’s Why Aureal One is the Best for 100x gains,"Can state-level crypto adoption kickstart the next market-wide crypto rally? Florida Senator Joe Gruters introduced a new bill, SB 550: This allows the state’s CFO to allocate up to 10% of public funds to Bitcoin and other cryptocurrencies. The bill covers th…",https://zycrypto.com/floridas-crypto-push-sparks-surge-heres-why-aureal-one-is-the-best-for-100x-gains/,https://zycrypto.com/wp-content/uploads/2024/12/Next-Crypto-to-Explode-Aurealone-Leads-Best-Coins-for-Potential-600x-Portfolio-Gains.jpg,2025-02-14T09:05:08Z,"Disclaimer: The below article is sponsored, and the views in it do not represent those of ZyCrypto. Readers should conduct independent research before taking any actions related to the project mentio… [+8592 chars]"
"{'id': None, 'name': 'Bitcoinist'}",Keshav Verma,"Retail Flees Bitcoin, But XRP, Ethereum Continue To See Adoption","On-chain data shows the retail investors have been liquidating their Bitcoin wallets recently, but buying into XRP and Ethereum. Total Amount Of Holders Up For XRP & Ethereum, But Down For Bitcoin In a new post on X, the on-chain analytics firm Santiment has …",https://bitcoinist.com/retail-flees-bitcoin-but-xrp-ethereum-adoption/,https://bitcoinist.com/wp-content/uploads/2025/02/btc_dcc11d.webp,2025-02-14T09:00:53Z,"On-chain data shows the retail investors have been liquidating their Bitcoin wallets recently, but buying into XRP and Ethereum.
Total Amount Of Holders Up For XRP &amp; Ethereum, But Down For Bitco… [+2977 chars]"
"{'id': None, 'name': 'Ambcrypto.com'}",AMBCrypto Team,5 Low-cost Altcoins with Millionaire-Making Potential,"As the fabled altcoin season draws closer, investors have started positioning themselves for the expected […]",https://ambcrypto.com/5-low-cost-altcoins-with-millionaire-making-potential/,https://ambcrypto.com/wp-content/uploads/2025/02/Screenshot-2025-02-14-140334.png,2025-02-14T09:00:10Z,"As the fabled altcoin season draws closer, investors have started positioning themselves for the expected growth. Even so, knowing which top crypto coin is primed for an extended rally among the thou… [+7625 chars]"
"{'id': None, 'name': 'CryptoSlate'}",Oluwapelumi Adejumo,SEC opens door to Grayscale’s Dogecoin and XRP ETFs with surprising acknowledgment,"The US Securities and Exchange Commission (SEC) has acknowledged Grayscale’s applications for spot Dogecoin (DOGE) and XRP exchange-traded funds (ETFs), according to two Feb. 13 filings by the financial regulator. This marks the first step in a regulatory rev…",https://cryptoslate.com/sec-opens-door-to-grayscales-dogecoin-and-xrp-etfs-with-surprising-acknowledgment/,https://cryptoslate.com/wp-content/uploads/2025/02/doge-xrp-etf-.jpg,2025-02-14T08:52:41Z,"The US Securities and Exchange Commission (SEC) has acknowledged Grayscale’s applications for spot Dogecoin (DOGE) and XRP exchange-traded funds (ETFs), according to two Feb. 13 filings by the financ… [+2685 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,What is B. Riley’s Estimate for HIVE FY2027 Earnings?,"HIVE Digital Technologies Ltd. (NASDAQ:HIVE – Free Report) – Stock analysts at B. Riley reduced their FY2027 earnings per share estimates for shares of HIVE Digital Technologies in a report issued on Wednesday, February 12th. B. Riley analyst N. Giles now ant…",https://www.etfdailynews.com/2025/02/14/what-is-b-rileys-estimate-for-hive-fy2027-earnings/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/hive-digital-technologies-ltd-logo-1200x675.png?v=20240523105317&w=240&h=240&zc=2,2025-02-14T08:48:54Z,HIVE Digital Technologies Ltd. (NASDAQ:HIVE – Free Report) – Stock analysts at B. Riley reduced their FY2027 earnings per share estimates for shares of HIVE Digital Technologies in a report issued on… [+4091 chars]
"{'id': None, 'name': 'GlobeNewswire'}",BYDFi Blockchain Limited,"BYDFi Partners with Safeheron to Launch MoonX, the Safest Way to Trade MemeCoins","SINGAPORE, Feb. 14, 2025 (GLOBE NEWSWIRE) -- BYDFi, a well-known crypto exchange, officially announced the upcoming launch of its new Web3 on-chain trading platform, MoonX. Specifically designed for Meme Coin traders, MoonX will provide a fast, secure, and in…",https://www.globenewswire.com/news-release/2025/02/14/3026465/0/en/BYDFi-Partners-with-Safeheron-to-Launch-MoonX-the-Safest-Way-to-Trade-MemeCoins.html,https://ml.globenewswire.com/Resource/Download/7660fbc0-6edb-4cc4-ad8b-5d5d1cbfa2bd,2025-02-14T08:40:00Z,"SINGAPORE, Feb. 14, 2025 (GLOBE NEWSWIRE) -- BYDFi, a well-known crypto exchange, officially announced the upcoming launch of its new Web3 on-chain trading platform, MoonX. Specifically designed for … [+4455 chars]"
"{'id': None, 'name': 'Biztoc.com'}",theblock.co,Ethereum devs release client software for Pectra upgrade on testnets; mainnet launch expected in April,"This website is using a security service to protect itself from online attacks. The action you just performed triggered the security solution. There are several actions that could trigger this block including submitting a certain word or phrase, a SQL command…",https://biztoc.com/x/9e3f632d9cfcde74,https://biztoc.com/cdn/9e3f632d9cfcde74_s.webp,2025-02-14T08:37:14Z,This website is using a security service to protect itself from online attacks. The action you just performed triggered the security solution. There are several actions that could trigger this block … [+143 chars]
"{'id': None, 'name': 'Coinjournal.net'}",Hassan Maishera,Michigan proposes investments in Crypto as Bitcoin Pepe’s presale nears $2m,Key takeaways Michigan has joined the wave of other states in the U.S. looking to invest in cryptocurrencies. Bitcoin Pepe’s presale approaches $2m two days after launch. Michigan proposes crypto investments More states in the United States are looking to inv…,https://coinjournal.net/news/michigan-proposes-investments-in-crypto-as-bitcoin-pepes-presale-nears-2m/,https://coinjournal.net/wp-content/uploads/2025/02/brad-switzer-0G3Kj9L2JH0-unsplash.jpg,2025-02-14T08:29:38Z,"Key takeaways
<ul><li>Michigan has joined the wave of other states in the U.S. looking to invest in cryptocurrencies.</li><li>Bitcoin Pepe’s presale approaches $2m two days after launch.</li></ul>Mi… [+3450 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Stratos Wealth Partners LTD. Acquires Shares of 9,942 Grayscale Ethereum Trust (ETH) (OTCMKTS:ETHE)","Stratos Wealth Partners LTD. acquired a new stake in shares of Grayscale Ethereum Trust (ETH) (OTCMKTS:ETHE – Free Report) during the fourth quarter, according to its most recent 13F filing with the Securities and Exchange Commission (SEC). The institutional …",https://www.etfdailynews.com/2025/02/14/stratos-wealth-partners-ltd-acquires-shares-of-9942-grayscale-ethereum-trust-eth-otcmktsethe/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/grayscale-ethereum-trust-(eth)-logo-1200x675.png?v=20211206081858&w=240&h=240&zc=2,2025-02-14T08:26:44Z,"Stratos Wealth Partners LTD. acquired a new stake in shares of Grayscale Ethereum Trust (ETH) (OTCMKTS:ETHE – Free Report) during the fourth quarter, according to its most recent 13F filing with the … [+2309 chars]"
