symbol,price
ETHBULLUSDT,0.0
ETHBULLBUSD,0.0
ETHBEARUSDT,0.0
ETHBEARBUSD,0.0
TCTBNB,0.0
TCTBTC,1.6e-07
TCTUSDT,0.00312
WRXBNB,0.000398
WRXBTC,4.55e-06
WRXUSDT,0.0173
ICXBUSD,0.1642
BTSUSDT,0.0054
BTSBUSD,0.0
LSKUSDT,0.764
BNTUSDT,0.5251
BNTBUSD,0.3599
LTOBNB,0.0
LTOBTC,8.5e-07
LTOUSDT,0.0835
ATOMBUSD,11.219
DASHBUSD,25.83
NEOBUSD,6.73
WAVESBUSD,2.216
XTZBUSD,0.671
EOSBULLUSDT,0.0
EOSBULLBUSD,0.0
EOSBEARUSDT,0.0
EOSBEARBUSD,0.0
XRPBULLUSDT,0.0
XRPBULLBUSD,0.0
XRPBEARUSDT,0.0
XRPBEARBUSD,0.0
BATBUSD,0.1709
ENJBUSD,0.2607
NANOBUSD,0.0
ONTBUSD,0.1574
RVNBUSD,0.01525
STRATBUSD,0.0
STRATBNB,0.0
STRATUSDT,0.0
AIONBUSD,0.0
AIONUSDT,0.00943
MBLBNB,0.0
MBLBTC,0.0
MBLUSDT,0.002695
COTIBNB,0.0002123
COTIBTC,8.8e-07
COTIUSDT,0.08629
ALGOBUSD,0.2071
BTTBUSD,0.0
TOMOBUSD,1.7807
XMRBUSD,170.2
ZECBUSD,25.5
BNBBULLUSDT,0.0
BNBBULLBUSD,0.0
BNBBEARUSDT,0.0
BNBBEARBUSD,0.0
STPTBNB,0.0
STPTBTC,9.4e-07
STPTUSDT,0.09161
BTCZAR,1819001.0
ETHZAR,50256.0
BNBZAR,0.0
USDTZAR,18.7
BUSDZAR,18.85
BTCBKRW,0.0
ETHBKRW,0.0
BNBBKRW,0.0
WTCUSDT,0.0103
DATABUSD,0.02344
DATAUSDT,0.02649
XZCUSDT,0.0
SOLBNB,0.2785
SOLBTC,0.0019497
SOLUSDT,189.51
SOLBUSD,74.62
BTCIDRT,0.0
BNBIDRT,0.0
USDTIDRT,15907.0
BUSDIDRT,0.0
CTSIBTC,1.17e-06
CTSIUSDT,0.1142
CTSIBNB,0.0007983
CTSIBUSD,0.1642
HIVEBNB,0.0
HIVEBTC,3.41e-06
HIVEUSDT,0.3309
CHRBNB,0.0004377
CHRBTC,1.37e-06
CHRUSDT,0.134
BTCUPUSDT,16.6
BTCDOWNUSDT,0.001185
GXSUSDT,0.0
ARDRUSDT,0.07193
ERDBUSD,0.0
LENDUSDT,0.0
HBARBUSD,0.0602
MATICBUSD,0.8659
WRXBUSD,0.1105
ZILBUSD,0.01583
MDTBNB,0.0
MDTBTC,4e-07
MDTUSDT,0.03826
STMXBTC,1.6e-07
STMXETH,2.92e-06
STMXUSDT,0.00434
KNCBUSD,0.637
KNCUSDT,0.4344
REPBUSD,0.0
REPUSDT,4.73
LRCBUSD,0.1728
LRCUSDT,0.133
IQBNB,0.0
IQBUSD,0.00502
PNTBTC,8.64e-06
PNTUSDT,0.035
BTCGBP,35986.75
ETHGBP,1974.32
XRPGBP,0.5257
BNBGBP,267.4
GBPBUSD,1.239
DGBBTC,9e-08
DGBBUSD,0.00632
BTCUAH,4317331.0
USDTUAH,44.65
COMPBTC,0.000575
COMPBNB,0.0
COMPBUSD,45.79
COMPUSDT,55.79
BTCBIDR,1042508253.0
ETHBIDR,47041943.0
BNBBIDR,3335250.0
BUSDBIDR,15559.0
USDTBIDR,15980.0
BKRWUSDT,0.0
BKRWBUSD,0.0
SCUSDT,0.004093
ZENUSDT,15.03
SXPBTC,2.52e-06
SXPBNB,0.00044
SXPBUSD,0.3721
SNXBTC,1.007e-05
SNXBNB,0.01057
SNXBUSD,1.936
SNXUSDT,0.979
ETHUPUSDT,11.651
ETHDOWNUSDT,0.0457
ADAUPUSDT,0.104
ADADOWNUSDT,0.001917
LINKUPUSDT,0.00608
LINKDOWNUSDT,0.000895
VTHOBNB,0.0
VTHOBUSD,0.0
VTHOUSDT,0.003575
DCRBUSD,0.0
DGBUSDT,0.00863
GBPUSDT,1.18
STORJBUSD,0.2371
SXPUSDT,0.245
IRISBNB,0.0
IRISBTC,1.4e-07
IRISBUSD,0.0
MKRBNB,0.0
MKRBTC,0.0103
MKRUSDT,1001.0
MKRBUSD,1293.0
DAIBNB,0.0
DAIBTC,0.0
DAIUSDT,0.0
DAIBUSD,0.0
RUNEBNB,0.001952
RUNEBTC,1.363e-05
RUNEBUSD,5.462
MANABUSD,0.4388
DOGEBUSD,0.09742
LENDBUSD,0.0
ZRXBUSD,0.1689
DCRUSDT,13.77
STORJUSDT,0.3635
XRPBKRW,0.0
ADABKRW,0.0
BTCAUD,37210.08
ETHAUD,2565.09
AUDBUSD,0.7255
FIOBNB,0.0
FIOBTC,2.6e-07
FIOBUSD,0.01922
BNBUPUSDT,61.8
BNBDOWNUSDT,0.002151
XTZUPUSDT,0.0
XTZDOWNUSDT,0.0
AVABNB,0.0
AVABTC,6.88e-06
AVABUSD,0.47
USDTBKRW,0.0
BUSDBKRW,0.0
IOTABUSD,0.1431
MANAUSDT,0.331
XRPAUD,0.7
BNBAUD,421.1
AUDUSDT,0.7252
BALBNB,0.0
BALBTC,3.122e-05
BALBUSD,3.15
YFIBNB,0.0
YFIBTC,0.0615
YFIBUSD,5325.0
YFIUSDT,5978.0
BLZBUSD,0.0553
KMDBUSD,0.0
BALUSDT,1.961
BLZUSDT,0.0582
IRISUSDT,0.00521
KMDUSDT,0.2075
BTCDAI,97226.26
ETHDAI,2684.0
BNBDAI,561.9
USDTDAI,1.0
BUSDDAI,1.0
JSTBNB,0.0
JSTBTC,3.5e-07
JSTBUSD,0.02103
JSTUSDT,0.03418
SRMBNB,0.00084
SRMBTC,1.523e-05
SRMBUSD,0.0353
SRMUSDT,0.24442
ANTBNB,0.01764
ANTBTC,0.0001432
ANTBUSD,4.303
ANTUSDT,7.407
CRVBNB,0.0
CRVBTC,5.26e-06
CRVBUSD,0.5041
CRVUSDT,0.5119
SANDBNB,0.000668
SANDBTC,4.05e-06
SANDUSDT,0.3941
SANDBUSD,0.3261
OCEANBNB,0.001044
OCEANBTC,9.64e-06
OCEANBUSD,0.2848
OCEANUSDT,0.6123
NMRBTC,0.0001187
NMRBUSD,11.43
NMRUSDT,11.57
DOTBNB,0.00724
DOTBTC,5.06e-05
DOTBUSD,7.373
DOTUSDT,4.924
LUNABNB,0.0
LUNABTC,0.0
LUNABUSD,0.9442
LUNAUSDT,0.2659
IDEXBTC,3.9e-07
IDEXBUSD,0.04879
RSRBNB,8.52e-06
RSRBTC,0.0
RSRBUSD,0.00184
RSRUSDT,0.008339
PAXGBNB,6.469
PAXGBTC,0.02982
PAXGBUSD,1941.0
PAXGUSDT,2900.0
WNXMBNB,0.0
WNXMBTC,0.0
WNXMBUSD,0.0
WNXMUSDT,73.26
TRBBNB,0.0
TRBBTC,0.000371
TRBBUSD,90.12
TRBUSDT,36.46
ETHNGN,0.0
DOTBIDR,72297.0
LINKAUD,7.986
SXPAUD,0.0
BZRXBNB,0.0
BZRXBTC,0.0
BZRXBUSD,0.0
BZRXUSDT,0.0
WBTCBTC,0.9987
WBTCETH,36.17
SUSHIBNB,0.002698
SUSHIBTC,9.25e-06
SUSHIBUSD,0.566
SUSHIUSDT,0.899
YFIIBNB,0.0
YFIIBTC,0.07249
YFIIBUSD,0.0
YFIIUSDT,435.5
KSMBNB,0.0908
KSMBTC,0.0002096
KSMBUSD,18.87
KSMUSDT,20.38
EGLDBNB,0.0332
EGLDBTC,0.0002322
EGLDBUSD,41.53
EGLDUSDT,22.57
DIABNB,0.0
DIABTC,5.34e-06
DIABUSD,0.2384
DIAUSDT,0.5194
RUNEUSDT,1.327
FIOUSDT,0.02525
UMABTC,1.71e-05
UMAUSDT,1.669
EOSUPUSDT,0.0
EOSDOWNUSDT,0.0
TRXUPUSDT,0.03854
TRXDOWNUSDT,1.139
XRPUPUSDT,0.0855
XRPDOWNUSDT,8.172e-05
DOTUPUSDT,0.096
DOTDOWNUSDT,16.737
SRMBIDR,0.0
ONEBIDR,0.0
LINKTRY,691.6
USDTNGN,1518.4
BELBNB,0.002538
BELBTC,9.29e-06
BELBUSD,0.5356
BELUSDT,0.9001
WINGBNB,0.0
WINGBTC,0.0001093
SWRVBNB,0.0
SWRVBUSD,0.0
WINGBUSD,5.79
WINGUSDT,3.79
LTCUPUSDT,0.0
LTCDOWNUSDT,0.0
LENDBKRW,0.0
SXPEUR,0.2654
CREAMBNB,0.0
CREAMBUSD,19.86
UNIBNB,0.01464
UNIBTC,9.97e-05
UNIBUSD,4.58
UNIUSDT,9.686
NBSBTC,0.0
NBSUSDT,0.00166
OXTBTC,1.05e-06
OXTUSDT,0.1023
SUNBTC,0.0
SUNUSDT,0.01932
AVAXBNB,0.03683
AVAXBTC,0.0002578
AVAXBUSD,38.99
AVAXUSDT,25.04
HNTBTC,0.0002357
HNTUSDT,4.67
BAKEBNB,0.0006028
BURGERBNB,0.001536
SXPBIDR,0.0
LINKBKRW,0.0
FLMBNB,0.0
FLMBTC,4.3e-07
FLMBUSD,0.0
FLMUSDT,0.0417
SCRTBTC,2.59e-06
SCRTETH,0.000164
CAKEBNB,0.004187
CAKEBUSD,1.54
SPARTABNB,0.0
UNIUPUSDT,0.0
UNIDOWNUSDT,0.0
ORNBTC,1.586e-05
ORNUSDT,1.053
TRXNGN,0.0
SXPTRY,8.917
UTKBTC,4.5e-07
UTKUSDT,0.05861
XVSBNB,0.01302
XVSBTC,9.11e-05
XVSBUSD,7.03
XVSUSDT,8.87
ALPHABNB,0.000299
ALPHABTC,5.1e-07
ALPHABUSD,0.0771
ALPHAUSDT,0.0497
VIDTBTC,1.9e-07
VIDTBUSD,0.02305
AAVEBNB,0.1517
BTCBRL,557943.0
USDTBRL,5.741
AAVEBTC,0.002644
AAVEETH,0.09556
AAVEBUSD,93.0
AAVEUSDT,257.14
AAVEBKRW,0.0
NEARBNB,0.005045
NEARBTC,3.523e-05
NEARBUSD,2.249
NEARUSDT,3.425
SXPUPUSDT,0.0
SXPDOWNUSDT,0.0
DOTBKRW,0.0
SXPGBP,0.0
FILBNB,0.00656
FILBTC,3.53e-05
FILBUSD,4.554
FILUSDT,3.43
FILUPUSDT,0.0
FILDOWNUSDT,0.0
YFIUPUSDT,0.0
YFIDOWNUSDT,0.0
INJBNB,0.02206
INJBTC,0.0001549
INJBUSD,25.464
INJUSDT,15.07
AERGOBTC,2.57e-06
AERGOBUSD,0.1003
LINKEUR,18.13
ONEBUSD,0.01505
EASYETH,0.0
AUDIOBTC,1.09e-06
AUDIOBUSD,0.1527
AUDIOUSDT,0.1056
CTKBNB,0.000722
CTKBTC,5.06e-06
CTKBUSD,0.534
CTKUSDT,0.4917
BCHUPUSDT,0.0
BCHDOWNUSDT,0.0
BOTBTC,0.0
BOTBUSD,0.0
ETHBRL,15431.66
DOTEUR,4.7
AKROBTC,0.0
AKROUSDT,0.000981
KP3RBNB,0.2025
KP3RBUSD,45.39
